date,hour,route,distance_km,delay_minutes
2024-07-16,2,B-C,36.41,-2.4
2024-06-15,14,B-C,22.32,-2.0
2024-11-22,15,B-C,38.11,-2.3
2024-02-02,18,B-D,92.14,8.9
2024-09-10,8,B-D,13.16,-5
2024-09-18,13,A-C,14.41,-5
2024-07-14,10,B-D,70.62,-5
2024-07-19,21,A-C,27.05,-5
2024-03-06,9,B-C,39.15,4.4
2024-10-28,15,C-D,50.69,4.7
2024-05-10,20,C-D,90.08,3.5
2024-05-20,17,B-D,29.38,-2.1
2024-04-19,13,A-B,39.98,6.3
2024-12-15,23,A-B,15.18,-5
2024-04-23,9,B-D,20.07,-3.8
2024-08-20,20,B-D,26.95,-5
2024-04-25,2,B-C,50.57,7.2
2024-07-30,21,B-C,52.09,-5
2024-03-28,7,A-D,52.54,16.3
2024-07-16,10,B-D,72.23,-2.4
2024-09-12,18,C-D,21.31,-3.8
2024-06-01,2,A-C,20.49,2.0
2024-06-01,14,C-D,37.66,6.0
2024-12-07,6,A-D,13.9,-2.5
2024-09-27,23,B-C,25.33,-5
2024-04-24,3,A-B,14.44,4.5
2024-01-18,23,B-D,73.63,-5
2024-05-16,5,B-D,18.8,18.2
2024-08-20,22,B-C,94.03,-5
2024-07-20,17,A-B,19.52,-4.6
2024-07-04,21,B-C,51.18,2.3
2024-07-15,7,C-D,91.59,-5
2024-01-05,14,A-D,92.15,-3.2
2024-09-12,7,C-D,71.1,-5
2024-04-16,23,A-D,27.81,2.1
2024-12-22,12,A-B,90.05,-0.3
2024-01-16,18,C-D,71.94,5.8
2024-04-16,13,A-D,52.99,2.5
2024-04-17,15,A-B,38.86,9.0
2024-01-01,22,B-C,28.33,6.8
2024-03-11,20,B-D,93.66,5.5
2024-09-30,15,C-D,21.64,-5
2024-04-11,9,B-D,25.11,4.0
2024-04-08,18,A-C,20.07,23.7
2024-05-26,3,B-C,92.94,9.6
2024-09-20,13,B-C,74.42,-5
2024-05-25,23,A-D,74.6,-0.2
2024-01-07,7,B-C,19.61,11.3
2024-04-11,13,B-C,25.12,10.5
2024-01-07,16,B-C,19.06,-3.5
2024-02-29,20,B-C,25.6,8.8
2024-10-23,14,B-D,26.83,-3.3
2024-09-21,23,A-B,27.1,-5
2024-04-02,15,B-D,29.56,4.7
2024-05-05,8,C-D,70.49,20.8
2024-01-18,6,A-D,51.19,-3.2
2024-10-01,21,B-D,29.3,-5
2024-12-06,20,A-C,37.59,-1.8
2024-08-31,6,A-B,71.72,-2.2
2024-09-05,4,C-D,54.44,-4.4
2024-11-19,3,C-D,50.74,-5
2024-10-25,10,B-D,16.66,-3.7
2024-06-22,12,A-C,91.72,13.5
2024-04-12,6,C-D,54.71,5.2
2024-03-01,22,B-D,94.83,8.6
2024-06-21,4,A-B,21.92,11.4
2024-11-24,10,B-C,70.39,1.3
2024-06-01,20,B-D,94.02,8.5
2024-08-29,8,B-C,29.08,-1.9
2024-03-31,2,A-C,91.72,4.6
2024-10-24,13,A-C,74.73,-4.9
2024-12-26,23,A-B,50.63,-1.2
2024-09-26,15,B-D,53.3,-5
2024-07-29,18,B-C,50.21,12.6
2024-03-10,14,A-C,74.31,7.5
2024-11-21,21,A-D,51.35,-3.6
2024-09-06,13,B-C,14.17,-5
2024-02-23,15,C-D,94.24,-0.3
2024-01-22,12,A-D,20.46,-0.4
2024-09-19,12,A-C,54.38,-5
2024-08-03,8,B-C,13.2,-5
2024-10-18,3,C-D,52.56,-5
2024-09-22,6,A-C,12.46,-5
2024-01-25,13,A-C,12.46,7.6
2024-09-01,15,A-D,74.38,-5
2024-11-20,6,A-C,53.41,0.9
2024-08-25,15,A-C,13.72,-1.6
2024-03-01,23,A-C,35.53,-2.7
2024-06-20,20,C-D,94.72,-1.5
2024-12-16,20,A-B,71.34,-3.5
2024-01-04,15,C-D,92.11,5.6
2024-11-17,13,A-B,36.2,-3.6
2024-09-22,11,C-D,35.74,-5
2024-11-07,2,B-D,13.62,-1.3
2024-02-28,12,B-D,35.87,8.0
2024-10-16,0,A-C,90.26,-5
2024-12-29,9,B-D,71.62,11.7
2024-12-08,7,B-D,29.13,4.6
2024-08-28,14,B-D,13.17,-3.2
2024-07-06,3,B-C,54.09,-5
2024-12-27,22,B-D,22.84,-4.2
2024-08-15,21,C-D,38.94,-3.7
2024-11-11,4,A-B,72.94,-5
2024-03-03,18,A-C,36.71,12.2
2024-10-20,10,A-B,38.06,-2.1
2024-09-22,10,A-D,13.64,-5
2024-11-06,0,A-B,27.05,-5
2024-06-24,1,B-D,13.61,-5
2024-04-15,5,B-C,53.09,13.6
2024-05-10,18,A-D,27.23,5.0
2024-03-20,9,B-C,72.19,10.9
2024-04-08,14,A-C,21.63,6.0
2024-03-29,12,B-C,39.26,11.4
2024-07-05,1,B-D,94.61,-1.0
2024-05-08,5,C-D,28.41,2.9
2024-03-10,4,B-C,74.09,10.7
2024-09-19,16,C-D,18.69,-5
2024-10-05,8,A-B,73.55,-5
2024-08-09,5,A-B,25.46,-1.1
2024-09-12,10,C-D,22.93,-4.4
2024-05-23,11,A-D,93.48,14.3
2024-10-16,20,A-D,14.86,-4.4
2024-01-12,5,C-D,29.33,9.1
2024-08-08,6,A-C,39.91,-0.9
2024-06-23,14,A-B,94.91,0.6
2024-03-01,12,A-D,91.78,18.6
2024-10-10,9,A-D,15.73,3.3
2024-11-05,20,A-D,71.62,-5
2024-05-20,8,C-D,13.17,8.7
2024-07-14,11,C-D,21.27,-4.3
2024-06-22,8,A-C,70.82,-1.9
2024-09-18,9,A-C,54.37,-5
2024-02-26,17,A-C,13.21,2.8
2024-10-10,23,B-D,52.34,-5
2024-01-22,11,A-B,15.25,3.7
2024-01-31,5,A-C,26.47,2.9
2024-12-18,3,C-D,70.79,5.1
2024-10-04,21,B-C,25.88,-5
2024-08-17,5,B-D,35.9,-5
2024-06-14,17,A-C,36.85,8.3
2024-02-14,16,B-C,54.67,14.5
2024-10-01,17,A-D,54.34,-5
2024-10-17,8,C-D,12.76,-5
2024-01-10,17,A-B,12.9,14.9
2024-08-03,8,B-C,12.73,-0.7
2024-07-09,11,B-C,70.77,-5
2024-08-21,14,A-D,90.22,-5
2024-02-21,23,B-C,13.77,15.1
2024-12-21,16,B-D,74.31,-0.8
2024-07-04,14,B-C,22.42,-5
2024-06-05,20,A-B,70.98,5.1
2024-09-27,9,C-D,50.9,-5
2024-10-12,17,A-B,22.6,-2.2
2024-12-10,14,A-D,54.03,-0.7
2024-12-20,0,A-C,13.13,-3.1
2024-03-19,12,C-D,90.75,-2.1
2024-09-27,23,C-D,39.84,-5
2024-04-28,21,B-C,27.79,6.6
2024-09-06,1,B-C,39.41,-5
2024-10-15,19,A-D,51.66,-5
2024-11-29,0,A-D,73.53,-5
2024-01-05,10,B-D,74.14,-1.7
2024-07-22,11,C-D,15.24,0.1
2024-02-09,2,C-D,36.61,5.9
2024-05-13,20,B-D,70.39,15.6
2024-10-13,14,C-D,27.65,-5
2024-10-03,11,B-D,94.78,-5
2024-02-08,13,A-B,51.73,-5
2024-03-05,17,B-D,74.17,14.3
2024-04-23,10,A-B,36.37,6.3
2024-01-29,0,C-D,36.5,0.3
2024-11-01,23,B-C,93.67,-5
2024-12-18,20,A-D,20.36,-5
2024-01-21,3,B-D,51.61,3.9
2024-11-21,16,A-B,93.61,6.0
2024-04-28,8,B-C,73.06,5.2
2024-11-04,3,B-C,14.91,-1.5
2024-02-27,10,B-C,71.65,3.7
2024-06-05,4,A-C,94.83,-5
2024-02-02,14,C-D,71.57,-1.7
2024-04-22,16,A-B,13.87,14.9
2024-06-18,8,C-D,12.38,4.7
2024-09-30,8,A-D,53.2,1.9
2024-12-29,12,C-D,29.55,3.2
2024-01-10,11,B-D,16.72,1.2
2024-10-24,1,A-C,53.54,-1.6
2024-11-30,14,A-B,54.6,4.4
2024-06-27,3,A-C,15.71,4.5
2024-08-22,14,A-C,22.63,-5
2024-09-22,10,A-D,38.35,-5
2024-05-08,13,C-D,52.87,7.4
2024-01-13,17,C-D,92.87,2.5
2024-03-15,14,B-C,20.04,10.6
2024-04-08,0,A-D,16.12,3.8
2024-10-05,4,A-C,27.21,-5
2024-03-30,22,A-B,90.14,3.0
2024-07-05,10,A-B,14.16,0.0
2024-08-18,6,A-B,73.47,2.0
2024-02-25,7,A-C,14.2,14.9
2024-06-10,15,A-C,92.01,2.3
2024-12-24,5,B-C,38.98,0.3
2024-11-17,3,B-D,54.59,-2.9
2024-02-23,2,A-D,21.35,4.3
2024-11-09,21,B-D,39.88,-3.9
2024-07-12,21,A-C,54.32,-5
2024-05-27,17,A-B,54.97,7.8
2024-10-12,5,B-C,26.11,-5
2024-05-06,14,A-D,95.0,-0.6
2024-07-19,16,B-D,37.69,-1.7
2024-04-26,11,B-C,12.36,4.0
2024-03-01,15,A-C,72.31,19.0
2024-08-27,0,B-D,14.9,-5
2024-09-23,13,A-C,16.92,-5
2024-06-25,13,B-C,19.79,-0.4
2024-11-13,6,C-D,26.01,5.9
2024-06-13,23,C-D,12.18,-5
2024-06-02,0,C-D,74.04,11.9
2024-07-18,16,B-D,72.19,4.2
2024-01-09,20,A-D,53.5,2.2
2024-12-10,22,A-D,36.56,-1.5
2024-05-16,17,B-D,13.44,9.5
2024-02-07,14,A-B,52.09,4.1
2024-02-27,23,B-D,94.19,17.2
2024-05-17,0,B-D,16.39,12.3
2024-09-29,20,C-D,19.98,-5
2024-11-07,0,A-D,52.08,2.7
2024-10-17,18,A-C,53.87,9.2
2024-02-12,5,A-C,18.87,-1.4
2024-06-23,12,A-B,27.17,15.4
2024-09-11,6,A-D,27.6,7.4
2024-04-13,10,B-D,21.72,4.1
2024-06-07,1,B-C,71.94,-5
2024-04-27,13,C-D,35.38,11.4
2024-03-04,15,A-B,93.58,10.1
2024-12-21,19,A-B,18.18,7.6
2024-09-27,7,C-D,52.1,3.9
2024-05-02,8,B-C,21.21,6.3
2024-03-29,14,B-C,52.33,13.6
2024-06-03,6,C-D,20.41,10.3
2024-11-22,18,C-D,93.93,-5
2024-07-06,20,A-B,74.9,0.1
2024-02-27,7,A-D,73.2,6.7
2024-01-11,5,B-D,18.03,1.2
2024-04-15,15,A-B,91.3,13.6
2024-05-04,10,A-C,36.32,5.1
2024-09-15,9,A-D,52.46,-4.7
2024-01-02,20,A-C,16.5,-3.6
2024-09-04,4,A-B,52.27,-5
2024-03-01,0,B-C,21.09,3.0
2024-11-13,12,C-D,15.29,-5
2024-04-10,18,B-C,16.43,15.8
2024-02-29,6,C-D,94.85,11.2
2024-07-14,8,A-C,27.03,5.8
2024-05-09,12,B-D,14.12,10.4
2024-09-28,5,A-C,22.32,-2.8
2024-03-13,16,A-D,94.96,14.8
2024-09-09,17,A-C,19.21,-3.0
2024-06-28,22,B-C,73.31,2.3
2024-04-22,2,C-D,50.09,3.8
2024-11-03,2,A-B,91.85,-5
2024-10-28,13,C-D,26.87,-5
2024-10-13,17,A-D,21.85,-5
2024-10-02,22,A-D,16.85,-5
2024-10-18,12,B-D,20.15,-5
2024-08-28,7,A-D,70.36,-2.4
2024-05-17,23,B-C,39.0,-0.5
2024-05-15,22,A-D,92.48,11.8
2024-07-02,16,A-B,72.35,-2.6
2024-09-29,9,B-C,14.45,3.1
2024-08-12,14,B-C,37.5,0.3
2024-09-28,10,B-D,50.67,-0.4
2024-07-06,9,A-C,28.89,0.1
2024-06-13,23,B-D,38.02,3.8
2024-04-15,11,A-C,36.65,4.7
2024-03-07,18,B-D,52.88,18.7
2024-10-31,7,B-C,70.18,-5
2024-03-14,17,C-D,50.33,10.5
2024-11-25,15,B-C,39.59,-5
2024-07-07,6,B-C,54.47,-0.1
2024-09-06,23,C-D,16.74,-2.6
2024-08-28,2,B-D,53.92,-5
2024-03-01,3,B-C,39.07,-3.4
2024-08-29,2,B-D,26.29,-2.7
2024-01-26,5,A-D,91.01,9.2
2024-09-11,19,A-C,20.4,-5
2024-05-14,23,A-D,71.17,6.4
2024-11-08,9,A-B,27.97,5.3
2024-03-25,7,A-D,21.08,14.7
2024-10-25,14,A-C,35.05,-4.6
2024-06-25,9,B-C,94.65,11.0
2024-01-27,10,B-D,13.15,3.5
2024-02-28,4,A-C,54.87,10.3
2024-04-20,14,A-C,13.57,4.9
2024-04-02,5,A-C,29.77,13.2
2024-07-25,0,C-D,35.47,-3.2
2024-03-23,7,A-D,13.14,4.6
2024-01-25,10,A-B,70.38,-5
2024-06-30,3,A-D,70.17,10.4
2024-09-21,4,C-D,50.49,-5
2024-06-16,2,B-C,70.43,-1.1
2024-07-23,3,B-C,13.18,-5
2024-01-25,10,B-C,15.13,-1.0
2024-08-30,7,C-D,35.59,-3.2
2024-11-08,4,C-D,94.29,-3.2
2024-01-06,0,A-B,19.31,-0.2
2024-02-27,3,B-C,20.81,18.7
2024-11-07,0,A-C,50.98,-5
2024-01-19,3,A-B,18.89,6.0
2024-01-26,2,A-D,13.44,2.8
2024-07-23,11,B-D,14.9,-5
2024-05-02,2,C-D,39.28,2.5
2024-10-22,12,C-D,72.11,-2.7
2024-01-27,18,B-C,52.37,6.3
2024-09-16,8,B-C,53.0,-5
2024-08-27,20,A-B,25.57,-5
2024-04-24,12,B-D,19.78,8.4
2024-05-09,4,B-C,74.69,6.3
2024-11-19,19,A-B,16.28,-2.9
2024-12-13,9,B-C,52.21,-3.8
2024-07-05,7,A-B,72.3,-0.8
2024-02-22,3,A-C,51.28,14.7
2024-10-20,15,B-D,53.51,-5
2024-08-03,15,A-B,51.76,-2.4
2024-09-06,12,A-B,26.77,-5
2024-04-11,2,C-D,14.55,-5
2024-03-23,2,B-D,13.87,10.0
2024-07-14,19,A-B,73.1,3.9
2024-09-23,0,C-D,18.22,-5
2024-03-04,21,A-B,53.88,11.2
2024-11-26,2,B-C,39.8,6.3
2024-07-29,10,A-D,18.91,-5
2024-03-01,2,C-D,94.77,4.2
2024-11-12,14,A-B,52.88,-3.7
2024-03-17,14,A-D,16.48,12.7
2024-11-26,6,A-C,90.53,-2.7
2024-07-12,11,B-D,13.61,-5
2024-03-29,17,A-D,20.46,6.9
2024-12-29,7,B-D,51.38,10.7
2024-08-03,9,A-D,51.14,-0.6
2024-12-02,12,A-B,91.36,2.0
2024-01-31,8,A-D,25.53,9.9
2024-06-13,1,A-D,52.14,4.3
2024-12-06,6,C-D,50.92,-4.3
2024-06-07,9,A-B,54.09,0.2
2024-12-29,14,B-D,19.92,-1.4
2024-06-28,12,A-B,29.98,-0.1
2024-02-06,20,B-C,20.44,5.1
2024-02-28,20,A-C,54.92,13.2
2024-11-30,8,B-C,94.06,4.9
2024-04-24,8,A-B,36.85,0.3
2024-10-11,2,C-D,71.33,-5
2024-08-18,2,A-B,25.36,-3.1
2024-03-15,17,A-B,38.35,16.5
2024-02-01,10,A-B,54.51,-4.9
2024-06-22,8,C-D,51.01,8.2
2024-10-03,16,A-B,38.81,-5
2024-07-05,8,A-B,74.23,3.8
2024-12-20,20,A-C,39.93,-3.2
2024-06-07,19,B-C,53.94,-1.8
2024-04-18,0,C-D,73.64,13.3
2024-10-24,2,B-D,12.94,-5
2024-01-08,6,C-D,71.04,-5
2024-06-12,17,C-D,72.59,13.7
2024-07-08,4,B-C,70.94,7.8
2024-08-27,20,A-D,50.89,-5
2024-04-12,9,B-D,50.3,12.4
2024-02-01,14,B-C,70.39,9.6
2024-07-17,11,A-B,51.05,-4.0
2024-08-13,17,B-D,94.79,-3.7
2024-09-02,4,A-C,20.65,0.1
2024-02-13,12,B-D,12.3,8.5
2024-12-26,1,A-D,50.73,-1.9
2024-05-13,16,B-D,15.78,0.2
2024-07-25,16,B-C,16.77,-0.8
2024-04-07,22,A-C,92.74,2.2
2024-01-21,11,A-D,91.82,10.5
2024-06-02,13,A-C,27.68,13.1
2024-09-08,13,A-D,71.65,1.3
2024-04-24,14,C-D,51.77,-4.8
2024-08-03,2,B-C,14.41,-5
2024-06-27,5,C-D,22.43,0.6
2024-04-29,7,A-C,35.72,5.7
2024-12-15,23,C-D,91.26,1.3
2024-08-07,19,A-D,52.2,-5
2024-02-16,11,B-D,25.58,11.2
2024-02-02,11,B-C,29.96,7.0
2024-05-09,0,A-C,90.64,3.5
2024-07-10,14,A-C,92.17,-5
2024-03-07,6,B-C,91.43,6.7
2024-03-11,13,C-D,21.34,12.7
2024-09-09,8,A-C,13.41,-5
2024-05-30,18,A-D,25.21,10.6
2024-02-08,6,A-D,20.77,3.9
2024-09-06,16,A-D,19.88,-5
2024-09-19,9,A-C,90.24,-5
2024-09-18,2,A-D,52.48,-4.6
2024-02-27,16,B-D,29.7,0.8
2024-08-03,22,C-D,50.22,0.5
2024-12-29,18,B-C,13.42,8.2
2024-07-12,19,A-B,53.34,11.3
2024-10-03,1,A-C,74.28,-0.9
2024-07-18,0,A-C,21.27,-2.8
2024-11-09,3,C-D,72.18,-3.4
2024-09-07,1,A-C,94.73,-1.9
2024-02-12,6,A-B,38.97,-0.3
2024-01-22,22,B-D,19.95,-0.5
2024-09-03,19,A-B,72.13,-5
2024-01-23,12,B-C,54.13,0.0
2024-10-11,19,A-C,27.47,-5
2024-03-15,10,C-D,90.08,8.8
2024-09-05,19,C-D,39.66,-5
2024-10-03,19,A-C,16.89,-1.8
2024-05-03,14,C-D,14.65,7.9
2024-10-29,7,A-B,19.87,-2.8
2024-12-12,13,C-D,14.77,4.3
2024-10-03,13,B-D,20.06,-5
2024-12-19,22,A-B,93.46,7.6
2024-10-05,15,B-C,25.49,-5
2024-02-17,16,C-D,94.4,8.4
2024-08-27,6,B-D,22.29,-5
2024-04-05,6,B-C,52.57,7.0
2024-06-03,15,B-D,14.1,-2.8
2024-04-24,15,B-D,72.35,13.6
2024-01-07,6,B-C,28.94,-5
2024-05-27,5,A-C,12.46,-4.0
2024-02-16,16,A-C,15.33,16.5
2024-09-18,10,A-C,71.53,-2.5
2024-04-29,19,A-B,15.3,3.4
2024-01-06,20,C-D,16.02,-5
2024-11-11,5,C-D,50.92,-3.4
2024-04-04,2,A-D,74.05,13.7
2024-05-24,14,C-D,54.48,7.2
2024-01-11,16,B-C,15.09,-3.3
2024-09-28,22,A-D,18.84,-3.2
2024-03-23,0,B-C,74.25,13.6
2024-10-13,1,A-C,18.37,-5
2024-12-22,1,A-C,21.76,2.0
2024-07-02,10,A-B,52.36,-0.1
2024-06-26,14,A-D,14.46,11.9
2024-03-28,15,A-B,20.82,5.5
2024-09-26,5,A-C,19.6,-5
2024-11-10,0,B-C,15.84,-2.2
2024-10-20,11,A-B,29.24,-5
2024-05-02,22,B-D,53.61,6.4
2024-10-26,8,A-C,19.5,-4.2
2024-11-19,17,B-C,70.41,-3.3
2024-01-04,15,C-D,37.79,3.5
2024-03-20,8,C-D,71.3,-5
2024-04-15,5,A-C,39.47,-0.3
2024-05-17,8,C-D,90.04,17.9
2024-11-19,3,A-D,54.8,-5
2024-09-17,17,C-D,35.36,-2.9
2024-09-11,4,B-C,28.56,0.3
2024-02-06,8,A-C,16.01,-1.8
2024-12-17,6,B-D,39.51,4.5
2024-06-14,18,A-C,72.63,-5
2024-07-23,19,B-D,52.54,-2.0
2024-03-22,10,A-D,28.44,12.5
2024-09-18,20,C-D,21.33,-1.3
2024-08-11,6,B-C,35.31,-4.9
2024-05-26,8,B-D,90.75,5.2
2024-07-29,4,B-C,54.66,4.0
2024-07-09,16,B-D,74.75,-5
2024-02-26,2,A-B,71.32,4.1
2024-02-24,2,A-C,54.79,4.8
2024-12-29,22,B-C,92.63,-3.7
2024-02-08,23,A-B,90.43,5.4
2024-04-26,4,B-C,93.7,19.0
2024-10-15,5,A-C,13.2,-5
2024-01-23,3,B-D,70.67,3.2
2024-03-06,11,A-D,73.97,4.3
2024-01-27,19,C-D,37.56,10.5
2024-11-04,8,B-C,28.28,6.1
2024-12-18,3,A-C,74.95,-5
2024-10-28,16,A-B,27.99,-4.8
2024-12-10,2,A-B,39.4,-5
2024-10-20,19,B-D,27.28,-5
2024-08-15,9,B-C,29.5,-5
2024-11-21,3,C-D,90.14,-4.4
2024-01-09,17,B-C,26.52,13.6
2024-02-04,7,A-C,54.94,-1.7
2024-10-15,21,A-C,90.62,-5
2024-06-18,2,A-C,15.49,10.4
2024-10-31,1,C-D,92.46,-5
2024-05-01,20,C-D,25.55,1.4
2024-03-02,11,A-C,22.58,11.0
2024-12-25,1,C-D,14.12,2.0
2024-05-31,21,B-D,20.0,-5
2024-04-18,12,A-D,73.46,6.1
2024-11-13,16,A-C,52.98,-5
2024-10-09,17,B-C,26.08,-2.6
2024-07-19,16,A-D,94.1,-5
2024-03-17,6,C-D,53.52,7.2
2024-09-17,22,B-D,14.58,-5
2024-01-23,21,B-D,15.72,-1.1
2024-04-20,15,B-C,39.99,10.2
2024-06-08,11,C-D,72.5,-1.2
2024-05-29,12,C-D,16.02,13.6
2024-06-12,22,A-C,39.03,-2.3
2024-08-25,23,B-D,39.58,-3.7
2024-07-03,5,B-C,18.03,1.3
2024-03-31,21,B-D,35.66,13.2
2024-11-30,21,B-D,19.23,-5
2024-01-13,6,A-D,91.47,-3.1
2024-05-15,7,A-D,35.73,17.3
2024-10-07,7,A-B,13.42,-5
2024-08-04,20,A-D,21.09,-5
2024-04-26,23,A-D,18.9,-0.9
2024-05-03,2,A-B,92.76,10.2
2024-03-30,1,A-B,25.76,9.9
2024-02-04,5,A-D,18.43,0.9
2024-01-01,17,B-C,94.44,-0.4
2024-01-22,1,A-B,53.62,-5
2024-04-11,12,B-C,71.06,7.4
2024-12-25,22,A-B,18.63,0.5
2024-05-11,5,C-D,74.64,-1.8
2024-01-13,6,B-C,14.37,-2.5
2024-03-24,18,B-C,50.65,16.0
2024-08-01,20,A-D,52.29,11.3
2024-04-06,17,B-D,36.04,10.2
2024-07-20,0,A-C,91.56,-2.9
2024-08-21,7,C-D,18.43,-5
2024-04-20,23,A-B,94.5,-5
2024-12-26,19,B-D,70.46,3.4
2024-02-27,0,C-D,20.02,13.5
2024-10-09,18,C-D,92.98,-5
2024-03-15,18,C-D,50.66,15.0
2024-12-07,19,B-C,40.0,-5
2024-06-04,20,B-D,13.49,17.8
2024-06-11,17,A-B,27.09,10.8
2024-12-08,2,A-B,52.96,4.1
2024-10-06,10,C-D,22.03,-5
2024-03-31,7,B-D,21.54,18.1
2024-07-14,13,A-D,73.92,-4.8
2024-02-10,13,A-B,12.58,8.7
2024-06-02,18,C-D,27.63,5.2
2024-01-16,16,A-B,21.38,-0.0
2024-09-02,22,B-C,95.0,-5
2024-01-25,19,A-C,12.37,-5
2024-07-20,3,A-C,52.58,-5
2024-05-09,22,A-B,52.34,4.9
2024-10-09,12,A-B,51.97,-5
2024-08-03,4,A-B,39.09,-5
2024-07-22,23,A-B,35.29,-5
2024-04-12,7,C-D,18.08,12.2
2024-06-29,23,A-B,16.39,3.7
2024-02-16,3,B-C,54.86,13.2
2024-01-15,1,A-C,93.25,5.4
2024-06-16,10,A-C,12.42,-5
2024-12-17,13,A-C,51.74,-3.0
2024-04-20,8,A-C,91.67,10.8
2024-08-02,14,C-D,13.17,-5
2024-10-18,8,A-C,36.81,0.9
2024-12-30,14,B-D,18.02,-5
2024-06-08,6,A-B,38.18,-0.3
2024-10-04,4,C-D,27.1,-2.7
2024-09-27,4,C-D,92.82,-4.6
2024-09-05,10,B-D,51.7,2.7
2024-01-19,17,A-C,20.94,4.2
2024-07-13,22,A-C,92.18,-3.9
2024-01-31,19,B-C,20.96,4.6
2024-01-07,17,A-D,92.91,9.3
2024-09-06,13,B-C,15.49,-5
2024-04-08,10,A-D,90.91,11.8
2024-04-27,10,B-D,27.5,8.8
2024-04-25,0,A-D,35.58,4.8
2024-11-21,19,A-D,37.78,3.3
2024-07-01,16,C-D,21.08,4.0
2024-01-22,13,A-C,27.39,6.2
2024-05-16,10,B-C,54.65,5.6
2024-01-10,7,A-B,28.39,2.5
2024-10-19,7,A-B,92.42,-1.1
2024-04-21,5,A-B,36.22,6.8
2024-03-07,3,B-C,18.33,-0.5
2024-08-29,0,A-C,36.03,-5
2024-11-17,14,C-D,54.26,-1.5
2024-04-11,16,A-B,29.68,8.4
2024-09-05,3,A-C,53.74,-5
2024-08-08,0,A-B,71.26,-0.2
2024-09-09,10,B-C,13.37,5.7
2024-06-23,2,C-D,74.67,-5
2024-11-06,7,A-D,14.98,-5
2024-04-23,4,A-B,53.72,4.4
2024-10-13,3,B-C,36.31,-5
2024-07-02,19,A-D,73.77,-4.6
2024-12-29,13,A-C,26.68,-1.6
2024-02-01,12,B-C,93.56,4.3
2024-12-16,8,A-C,27.3,1.8
2024-02-02,23,A-D,28.25,1.7
2024-09-07,4,B-D,28.26,-5
2024-12-02,16,A-C,52.6,4.4
2024-10-12,22,A-D,13.98,-1.8
2024-08-17,0,A-C,22.72,-5
2024-03-27,7,C-D,35.02,15.7
2024-01-19,15,C-D,90.35,-1.4
2024-10-02,7,A-D,94.7,-5
2024-12-15,13,A-B,22.11,-5
2024-12-22,23,B-D,14.62,11.1
2024-11-20,1,B-C,53.64,6.5
2024-10-19,19,A-D,71.59,-5
2024-06-02,21,A-D,13.85,-3.0
2024-05-18,9,B-D,38.09,4.3
2024-08-29,4,B-C,20.52,-5
2024-01-14,8,B-D,72.86,-1.2
2024-02-16,9,A-C,54.39,4.9
2024-12-18,10,A-D,18.87,0.4
2024-09-05,4,B-C,51.61,-5
2024-05-21,19,A-D,14.09,8.1
2024-12-27,15,C-D,91.55,-5
2024-01-11,7,B-D,73.07,10.2
2024-09-10,5,B-D,52.27,-5
2024-04-27,14,A-D,21.14,7.3
2024-01-28,9,B-C,39.66,2.7
2024-10-22,1,B-C,54.74,-2.5
2024-07-21,4,B-C,19.89,-5
2024-10-26,21,C-D,15.39,-5
2024-01-10,3,B-D,27.42,4.1
2024-08-25,23,A-D,74.89,-3.1
2024-08-03,22,A-D,20.36,-3.6
2024-05-24,4,A-C,22.51,5.8
2024-12-23,1,A-B,73.09,8.7
2024-06-13,10,A-B,28.66,3.8
2024-12-24,19,B-C,27.94,1.0
2024-07-20,11,A-C,22.98,8.1
2024-08-06,18,B-D,36.55,-4.4
2024-08-28,7,A-B,36.32,-5
2024-07-03,11,A-D,94.14,12.6
2024-09-29,12,A-C,13.71,-5
2024-06-07,11,A-B,22.97,-1.8
2024-01-09,22,B-C,93.92,14.2
2024-12-10,21,B-C,39.01,1.6
2024-12-18,15,C-D,22.02,4.8
2024-09-10,10,B-D,52.42,-5
2024-06-20,18,A-C,38.4,-5
2024-07-12,0,A-D,73.89,-5
2024-08-09,19,C-D,15.78,-1.2
2024-05-25,16,A-B,92.86,14.3
2024-01-23,14,B-D,50.59,2.9
2024-10-05,4,A-D,91.09,-5
2024-07-05,15,B-D,39.9,-0.6
2024-11-16,7,A-D,90.89,-1.7
2024-11-01,18,A-D,71.63,-5
2024-11-02,21,A-C,29.19,-2.2
2024-02-23,8,A-C,13.55,2.8
2024-01-11,16,A-B,71.12,2.4
2024-09-06,12,B-D,38.63,-5
2024-05-05,11,B-D,26.83,3.2
2024-12-07,1,A-C,15.95,2.1
2024-10-13,16,A-D,51.5,-5
2024-07-14,15,A-C,91.25,-5
2024-09-28,20,C-D,38.66,-5
2024-07-01,22,C-D,25.92,-5
2024-10-04,1,B-C,71.31,-5
2024-04-07,23,A-D,35.98,2.3
2024-10-26,2,C-D,72.9,-5
2024-08-04,0,C-D,38.08,-5
2024-07-27,11,A-C,37.98,4.9
2024-07-30,18,A-C,39.22,-0.4
2024-06-08,6,B-C,12.19,6.7
2024-09-27,21,A-C,36.45,-5
2024-07-09,2,A-D,26.77,-2.8
2024-01-23,13,C-D,38.62,0.1
2024-03-09,1,B-C,71.68,6.9
2024-02-20,5,B-D,38.57,9.6
2024-02-14,11,A-B,94.85,0.6
2024-09-15,20,B-D,39.64,-5
